Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month
CA-2025-742762,2025-05-10,2025-05-14,Standard Class,CUST-29149,Corporate,United States,New Jersey City,New Jersey,East,PROD-OFF-9345,Office Supplies,Binders,3-Ring Binder,64.08,8,0.0,16.08,2025,May
CA-2023-199003,2023-12-20,2023-12-25,Standard Class,CUST-19256,Consumer,United States,California City,California,West,PROD-OFF-1660,Office Supplies,Appliances,Space Heater,292.69,3,0.15,22.69,2023,December
CA-2024-313606,2024-07-05,2024-07-09,Second Class,CUST-90070,Home Office,United States,Illinois City,Illinois,Central,PROD-TEC-4180,Technology,Machines,Laminating Machine,1014.63,3,0.0,332.13,2024,July
CA-2025-782416,2025-04-15,2025-04-18,First Class,CUST-23869,Consumer,United States,Massachusetts City,Massachusetts,East,PROD-OFF-4607,Office Supplies,Appliances,Space Heater,192.6,2,0.2,12.6,2025,April
CA-2024-319526,2024-08-03,2024-08-07,Standard Class,CUST-16614,Consumer,United States,Tennessee City,Tennessee,South,PROD-OFF-9891,Office Supplies,Storage,Plastic Storage Bin,197.03,3,0.0,62.03,2024,August
CA-2023-528733,2023-12-08,2023-12-13,Same Day,CUST-95076,Consumer,United States,Michigan City,Michigan,Central,PROD-FUR-4240,Furniture,Bookcases,Modular Shelving Unit,1037.43,6,0.0,87.03,2023,December
CA-2023-472282,2023-07-25,2023-07-28,Standard Class,CUST-23156,Corporate,United States,Michigan City,Michigan,Central,PROD-TEC-6141,Technology,Machines,Laminating Machine,722.54,2,0.0,267.54,2023,July
CA-2023-242180,2023-06-11,2023-06-16,Standard Class,CUST-55046,Corporate,United States,Oregon City,Oregon,West,PROD-TEC-3832,Technology,Accessories,Wireless Mouse,333.72,4,0.0,125.72,2023,June
CA-2024-637977,2024-07-16,2024-07-20,First Class,CUST-41845,Corporate,United States,Texas City,Texas,Central,PROD-TEC-8263,Technology,Machines,Laminating Machine,258.83,1,0.2,31.33,2024,July
CA-2025-362318,2025-02-01,2025-02-03,Standard Class,CUST-42934,Home Office,United States,New York City,New York,East,PROD-FUR-3292,Furniture,Furnishings,Wall Clock,248.81,7,0.15,2.41,2025,February
CA-2026-170305,2026-01-28,2026-02-02,Second Class,CUST-44998,Corporate,United States,Massachusetts City,Massachusetts,East,PROD-OFF-2907,Office Supplies,Appliances,Air Purifier,104.36,1,0.15,14.36,2026,January
CA-2025-476047,2025-07-13,2025-07-19,Standard Class,CUST-47564,Consumer,United States,Georgia City,Georgia,South,PROD-TEC-3240,Technology,Copiers,Color Laser Printer,1662.66,2,0.0,492.66,2025,July
CA-2025-607831,2025-06-09,2025-06-15,First Class,CUST-77391,Corporate,United States,Indiana City,Indiana,Central,PROD-OFF-4093,Office Supplies,Art,Sketchbook,64.61,4,0.15,4.61,2025,June
CA-2026-254692,2026-05-18,2026-05-21,Standard Class,CUST-21889,Home Office,United States,Michigan City,Michigan,Central,PROD-FUR-1139,Furniture,Furnishings,Floor Mat,167.45,4,0.0,26.65,2026,May
CA-2023-175277,2023-01-19,2023-01-24,Standard Class,CUST-10887,Corporate,United States,Washington City,Washington,West,PROD-FUR-7432,Furniture,Bookcases,Modular Shelving Unit,665.14,4,0.1,31.54,2023,January
CA-2025-861401,2025-01-29,2025-02-05,Standard Class,CUST-98278,Consumer,United States,Colorado City,Colorado,West,PROD-TEC-7361,Technology,Phones,Smartphone X,662.85,3,0.4,-117.15,2025,January
CA-2024-176361,2024-02-29,2024-03-03,Standard Class,CUST-72875,Consumer,United States,Pennsylvania City,Pennsylvania,East,PROD-FUR-7241,Furniture,Bookcases,Metal Storage Bookcase,517.05,3,0.0,41.85,2024,February
CA-2024-837090,2024-10-30,2024-11-06,Standard Class,CUST-98229,Home Office,United States,Michigan City,Michigan,Central,PROD-OFF-4554,Office Supplies,Art,Acrylic Paint Set,72.24,4,0.0,12.24,2024,October
CA-2024-770798,2024-07-13,2024-07-17,Standard Class,CUST-44510,Corporate,United States,New York City,New York,East,PROD-FUR-8619,Furniture,Tables,Conference Table,4189.35,9,0.0,229.35,2024,July
CA-2025-364064,2025-06-09,2025-06-14,Second Class,CUST-58442,Corporate,United States,Tennessee City,Tennessee,South,PROD-OFF-5396,Office Supplies,Storage,Desktop Drawer,178.21,3,0.0,43.21,2025,June
CA-2025-359480,2025-07-16,2025-07-21,Same Day,CUST-87219,Corporate,United States,Washington City,Washington,West,PROD-FUR-3101,Furniture,Tables,Coffee Table,733.49,2,0.2,-146.51,2025,July
CA-2025-989855,2025-07-03,2025-07-07,Second Class,CUST-70686,Home Office,United States,Texas City,Texas,Central,PROD-OFF-9560,Office Supplies,Binders,Heavy Duty Binder,51.95,6,0.0,15.95,2025,July
CA-2025-953329,2025-08-01,2025-08-08,Standard Class,CUST-70128,Consumer,United States,Massachusetts City,Massachusetts,East,PROD-OFF-5426,Office Supplies,Binders,3-Ring Binder,23.2,3,0.0,5.2,2025,August
CA-2023-582376,2023-11-15,2023-11-19,Standard Class,CUST-36149,Consumer,United States,Georgia City,Georgia,South,PROD-OFF-1602,Office Supplies,Paper,Cardstock Paper,43.84,3,0.0,10.09,2023,November
CA-2025-577177,2025-03-06,2025-03-13,First Class,CUST-53516,Corporate,United States,New York City,New York,East,PROD-FUR-3817,Furniture,Bookcases,5-Shelf Bookcase,749.59,4,0.0,115.99,2025,March
CA-2023-566755,2023-04-02,2023-04-06,Standard Class,CUST-59831,Consumer,United States,Georgia City,Georgia,South,PROD-TEC-7915,Technology,Accessories,Mechanical Keyboard,238.54,3,0.0,82.54,2023,April
CA-2025-557666,2025-08-31,2025-09-02,Standard Class,CUST-41707,Consumer,United States,Michigan City,Michigan,Central,PROD-TEC-1644,Technology,Phones,VoIP Desk Phone,1469.1,5,0.3,169.1,2025,August
CA-2025-431607,2025-08-21,2025-08-24,Standard Class,CUST-45436,Home Office,United States,Michigan City,Michigan,Central,PROD-FUR-4606,Furniture,Furnishings,Floor Mat,62.24,2,0.15,-8.16,2025,August
CA-2024-166197,2024-09-13,2024-09-17,Standard Class,CUST-81832,Home Office,United States,Colorado City,Colorado,West,PROD-TEC-7972,Technology,Phones,Smartphone X,800.5,2,0.0,280.5,2024,September
CA-2024-809676,2024-02-18,2024-02-22,Second Class,CUST-42854,Home Office,United States,Michigan City,Michigan,Central,PROD-FUR-3700,Furniture,Chairs,Mesh Task Chair,1247.34,5,0.0,147.34,2024,February
CA-2024-776473,2024-04-29,2024-05-04,Standard Class,CUST-15520,Corporate,United States,Pennsylvania City,Pennsylvania,East,PROD-FUR-9912,Furniture,Chairs,Executive Leather Chair,686.16,3,0.15,26.16,2024,April
CA-2025-115534,2025-10-31,2025-11-03,Standard Class,CUST-53939,Consumer,United States,Arizona City,Arizona,West,PROD-OFF-4453,Office Supplies,Appliances,Microwave,983.06,9,0.1,173.06,2025,October
CA-2023-788332,2023-11-26,2023-11-30,Second Class,CUST-95280,Consumer,United States,Michigan City,Michigan,Central,PROD-FUR-5236,Furniture,Tables,Coffee Table,3170.48,7,0.1,90.48,2023,November
CA-2025-136413,2025-07-13,2025-07-17,Same Day,CUST-20799,Corporate,United States,Tennessee City,Tennessee,South,PROD-OFF-6126,Office Supplies,Storage,Plastic Storage Bin,189.95,5,0.4,-35.05,2025,July
CA-2026-526488,2026-05-15,2026-05-21,Standard Class,CUST-22816,Home Office,United States,Minnesota City,Minnesota,Central,PROD-TEC-4893,Technology,Machines,Paper Shredder,1867.64,5,0.0,730.14,2026,May
CA-2024-647473,2024-09-21,2024-09-26,Standard Class,CUST-24671,Consumer,United States,Georgia City,Georgia,South,PROD-FUR-5994,Furniture,Tables,Conference Table,514.78,1,0.0,74.78,2024,September
CA-2025-542899,2025-01-20,2025-01-24,Same Day,CUST-53442,Consumer,United States,Arizona City,Arizona,West,PROD-FUR-5780,Furniture,Chairs,Office Ergonomic Chair,823.38,3,0.0,163.38,2025,January
CA-2023-483071,2023-11-19,2023-11-22,Standard Class,CUST-97999,Home Office,United States,Colorado City,Colorado,West,PROD-OFF-6626,Office Supplies,Appliances,Air Purifier,232.8,2,0.0,52.8,2023,November
CA-2025-552413,2025-06-23,2025-06-25,First Class,CUST-18026,Consumer,United States,California City,California,West,PROD-TEC-6255,Technology,Copiers,Label Printer,2711.38,3,0.0,956.38,2025,June
CA-2024-831862,2024-04-29,2024-05-02,Second Class,CUST-68847,Corporate,United States,Massachusetts City,Massachusetts,East,PROD-OFF-3942,Office Supplies,Art,Colored Pencils,128.72,7,0.15,23.72,2024,April
CA-2025-555738,2025-03-14,2025-03-20,Standard Class,CUST-27374,Corporate,United States,North Carolina City,North Carolina,South,PROD-TEC-4516,Technology,Machines,3D Printer,1645.79,5,0.0,508.29,2025,March
CA-2025-107485,2025-01-03,2025-01-10,Standard Class,CUST-48712,Consumer,United States,Illinois City,Illinois,Central,PROD-FUR-3561,Furniture,Chairs,Executive Leather Chair,247.54,1,0.0,27.54,2025,January
CA-2023-479747,2023-08-27,2023-09-01,Second Class,CUST-41455,Consumer,United States,California City,California,West,PROD-FUR-7111,Furniture,Tables,Conference Table,424.68,1,0.1,-15.32,2023,August
CA-2025-628036,2025-09-01,2025-09-07,Standard Class,CUST-37526,Consumer,United States,Minnesota City,Minnesota,Central,PROD-TEC-4940,Technology,Machines,Binding Machine,1651.03,5,0.0,513.53,2025,September
CA-2025-967591,2025-04-07,2025-04-09,Second Class,CUST-76629,Consumer,United States,Georgia City,Georgia,South,PROD-OFF-9092,Office Supplies,Appliances,Space Heater,297.71,3,0.1,27.71,2025,April
CA-2023-949776,2023-10-26,2023-11-02,First Class,CUST-77914,Home Office,United States,Massachusetts City,Massachusetts,East,PROD-OFF-8002,Office Supplies,Appliances,Compact Refrigerator,235.74,2,0.0,55.74,2023,October
CA-2024-607235,2024-05-13,2024-05-17,Standard Class,CUST-45618,Consumer,United States,Minnesota City,Minnesota,Central,PROD-FUR-1165,Furniture,Chairs,Mesh Task Chair,182.22,1,0.3,-37.78,2024,May
CA-2024-401994,2024-05-29,2024-06-03,First Class,CUST-75206,Home Office,United States,Illinois City,Illinois,Central,PROD-OFF-6660,Office Supplies,Paper,Color Paper Pack,78.11,5,0.0,21.86,2024,May
CA-2025-704056,2025-09-20,2025-09-24,Standard Class,CUST-66984,Consumer,United States,Michigan City,Michigan,Central,PROD-FUR-3827,Furniture,Bookcases,5-Shelf Bookcase,428.64,3,0.2,-46.56,2025,September
CA-2025-708713,2025-07-02,2025-07-06,First Class,CUST-35613,Consumer,United States,Minnesota City,Minnesota,Central,PROD-FUR-4716,Furniture,Bookcases,5-Shelf Bookcase,177.37,1,0.1,18.97,2025,July
CA-2023-303834,2023-07-12,2023-07-15,Second Class,CUST-10917,Consumer,United States,Virginia City,Virginia,South,PROD-OFF-5749,Office Supplies,Paper,Premium A4 Copy Paper,12.22,1,0.1,0.97,2023,July
CA-2026-881163,2026-03-25,2026-03-29,Standard Class,CUST-96795,Consumer,United States,Georgia City,Georgia,South,PROD-FUR-3789,Furniture,Chairs,Office Ergonomic Chair,1048.11,4,0.0,168.11,2026,March
CA-2023-621396,2023-10-23,2023-10-26,First Class,CUST-32439,Corporate,United States,Tennessee City,Tennessee,South,PROD-OFF-1975,Office Supplies,Appliances,Air Purifier,631.23,7,0.2,1.23,2023,October
CA-2023-624006,2023-06-28,2023-06-30,First Class,CUST-98151,Home Office,United States,Massachusetts City,Massachusetts,East,PROD-OFF-2230,Office Supplies,Paper,Color Paper Pack,87.04,6,0.0,19.54,2023,June
CA-2025-145619,2025-07-13,2025-07-15,Standard Class,CUST-15750,Consumer,United States,Pennsylvania City,Pennsylvania,East,PROD-FUR-9954,Furniture,Furnishings,Floor Mat,110.42,3,0.0,4.82,2025,July
CA-2024-877635,2024-08-06,2024-08-10,Standard Class,CUST-55838,Consumer,United States,Minnesota City,Minnesota,Central,PROD-TEC-1861,Technology,Accessories,Webcam 1080p,62.28,1,0.2,10.28,2024,August
CA-2026-669829,2026-01-14,2026-01-20,Second Class,CUST-67980,Consumer,United States,Tennessee City,Tennessee,South,PROD-FUR-8542,Furniture,Furnishings,LED Desk Lamp,167.62,5,0.1,-8.38,2026,January
CA-2026-395599,2026-02-09,2026-02-12,First Class,CUST-44057,Corporate,United States,Oregon City,Oregon,West,PROD-OFF-7324,Office Supplies,Binders,3-Ring Binder,25.08,3,0.0,7.08,2026,February
CA-2025-214091,2025-04-10,2025-04-13,Standard Class,CUST-38018,Home Office,United States,Pennsylvania City,Pennsylvania,East,PROD-TEC-8124,Technology,Machines,Binding Machine,891.17,3,0.15,208.67,2025,April
CA-2023-531058,2023-02-17,2023-02-21,Standard Class,CUST-27618,Corporate,United States,Massachusetts City,Massachusetts,East,PROD-OFF-3535,Office Supplies,Paper,Color Paper Pack,8.42,1,0.4,-2.83,2023,February
CA-2025-369045,2025-12-31,2026-01-04,Second Class,CUST-23900,Corporate,United States,Arizona City,Arizona,West,PROD-FUR-9411,Furniture,Tables,Dining Table,399.26,1,0.2,-40.74,2025,December
CA-2023-490270,2023-01-06,2023-01-10,Second Class,CUST-18597,Corporate,United States,California City,California,West,PROD-OFF-6918,Office Supplies,Appliances,Space Heater,395.17,3,0.0,125.17,2023,January
CA-2024-693792,2024-01-18,2024-01-21,Standard Class,CUST-73400,Consumer,United States,Pennsylvania City,Pennsylvania,East,PROD-TEC-9467,Technology,Accessories,Mechanical Keyboard,152.49,2,0.0,48.49,2024,January
CA-2023-938927,2023-04-19,2023-04-26,Second Class,CUST-61148,Consumer,United States,Washington City,Washington,West,PROD-TEC-5876,Technology,Copiers,Compact Scanner,2840.71,3,0.0,1085.71,2023,April
CA-2025-981864,2025-05-20,2025-05-27,Standard Class,CUST-92806,Consumer,United States,California City,California,West,PROD-TEC-2647,Technology,Accessories,Mechanical Keyboard,163.68,2,0.0,59.68,2025,May
CA-2024-398783,2024-04-15,2024-04-20,Standard Class,CUST-41923,Corporate,United States,Minnesota City,Minnesota,Central,PROD-TEC-4072,Technology,Phones,Wireless Phone Charger,1603.27,5,0.15,303.27,2024,April
CA-2025-384944,2025-08-10,2025-08-13,First Class,CUST-73627,Corporate,United States,California City,California,West,PROD-OFF-4113,Office Supplies,Appliances,Space Heater,188.72,2,0.15,8.72,2025,August
CA-2024-420961,2024-09-05,2024-09-07,First Class,CUST-85476,Corporate,United States,Illinois City,Illinois,Central,PROD-OFF-5322,Office Supplies,Paper,Premium A4 Copy Paper,43.49,3,0.0,9.74,2024,September
CA-2025-832835,2025-10-26,2025-10-31,Standard Class,CUST-44642,Corporate,United States,Texas City,Texas,Central,PROD-TEC-8538,Technology,Copiers,Color Laser Printer,2922.98,3,0.0,1167.98,2025,October
CA-2026-636785,2026-02-02,2026-02-06,Standard Class,CUST-61257,Consumer,United States,California City,California,West,PROD-TEC-6869,Technology,Machines,Laminating Machine,333.27,1,0.0,105.77,2026,February
CA-2025-328129,2025-06-18,2025-06-21,Standard Class,CUST-42551,Corporate,United States,North Carolina City,North Carolina,South,PROD-FUR-4358,Furniture,Furnishings,Wall Clock,23.74,1,0.4,-11.46,2025,June
CA-2026-292971,2026-01-01,2026-01-06,Second Class,CUST-15698,Consumer,United States,Washington City,Washington,West,PROD-OFF-6314,Office Supplies,Appliances,Space Heater,540.83,5,0.0,90.83,2026,January
CA-2023-386073,2023-12-17,2023-12-21,Second Class,CUST-22392,Corporate,United States,Washington City,Washington,West,PROD-FUR-7511,Furniture,Furnishings,LED Desk Lamp,74.95,2,0.0,4.55,2023,December
CA-2024-649752,2024-03-21,2024-03-25,Standard Class,CUST-38820,Consumer,United States,New Jersey City,New Jersey,East,PROD-OFF-3925,Office Supplies,Binders,Heavy Duty Binder,22.39,3,0.0,4.39,2024,March
CA-2026-241449,2026-02-09,2026-02-12,Standard Class,CUST-70281,Corporate,United States,Massachusetts City,Massachusetts,East,PROD-OFF-3773,Office Supplies,Storage,Desktop Drawer,159.11,3,0.1,24.11,2026,February
CA-2024-618895,2024-07-26,2024-07-31,Standard Class,CUST-63592,Home Office,United States,Georgia City,Georgia,South,PROD-FUR-5538,Furniture,Chairs,Stacking Chair,2283.62,10,0.0,83.62,2024,July
CA-2023-450164,2023-04-18,2023-04-21,Standard Class,CUST-34000,Corporate,United States,Michigan City,Michigan,Central,PROD-OFF-9923,Office Supplies,Storage,Plastic Storage Bin,656.37,10,0.0,206.37,2023,April
CA-2025-367598,2025-05-06,2025-05-11,Standard Class,CUST-93639,Consumer,United States,Indiana City,Indiana,Central,PROD-FUR-4904,Furniture,Bookcases,5-Shelf Bookcase,174.89,1,0.1,16.49,2025,May
CA-2026-161602,2026-05-16,2026-05-20,First Class,CUST-84960,Consumer,United States,Minnesota City,Minnesota,Central,PROD-OFF-9848,Office Supplies,Binders,3-Ring Binder,51.96,6,0.0,15.96,2026,May
CA-2024-248441,2024-10-16,2024-10-22,Standard Class,CUST-82045,Consumer,United States,Tennessee City,Tennessee,South,PROD-OFF-8984,Office Supplies,Storage,Desktop Drawer,176.16,3,0.1,41.16,2024,October
CA-2023-713712,2023-05-26,2023-05-30,First Class,CUST-21795,Consumer,United States,Illinois City,Illinois,Central,PROD-TEC-8566,Technology,Copiers,Label Printer,2601.54,4,0.3,261.54,2023,May
CA-2023-279001,2023-05-02,2023-05-08,First Class,CUST-61618,Consumer,United States,Georgia City,Georgia,South,PROD-OFF-2073,Office Supplies,Paper,Cardstock Paper,14.74,1,0.0,3.49,2023,May
CA-2025-824750,2025-03-18,2025-03-21,First Class,CUST-19343,Corporate,United States,Virginia City,Virginia,South,PROD-FUR-3284,Furniture,Chairs,Executive Leather Chair,1204.42,5,0.0,104.42,2025,March
CA-2025-924516,2025-08-19,2025-08-25,First Class,CUST-55226,Consumer,United States,Minnesota City,Minnesota,Central,PROD-TEC-8119,Technology,Accessories,Mechanical Keyboard,205.28,3,0.15,49.28,2025,August
CA-2023-859401,2023-06-20,2023-06-26,Second Class,CUST-91780,Consumer,United States,North Carolina City,North Carolina,South,PROD-FUR-3541,Furniture,Furnishings,Floor Mat,34.0,1,0.15,-1.2,2023,June
CA-2026-143856,2026-05-10,2026-05-14,Standard Class,CUST-29601,Consumer,United States,California City,California,West,PROD-FUR-4722,Furniture,Bookcases,Metal Storage Bookcase,781.54,5,0.1,-10.46,2026,May
CA-2026-425137,2026-05-01,2026-05-05,Second Class,CUST-43576,Consumer,United States,Georgia City,Georgia,South,PROD-FUR-6634,Furniture,Bookcases,Metal Storage Bookcase,1785.47,10,0.0,201.47,2026,May
CA-2026-166253,2026-01-11,2026-01-17,Standard Class,CUST-90122,Home Office,United States,Illinois City,Illinois,Central,PROD-OFF-3017,Office Supplies,Paper,Color Paper Pack,15.77,1,0.0,4.52,2026,January
CA-2025-228447,2025-11-14,2025-11-19,Second Class,CUST-95481,Consumer,United States,California City,California,West,PROD-FUR-2620,Furniture,Bookcases,Wood Bookcase,600.76,6,0.4,-349.64,2025,November
CA-2025-256078,2025-03-20,2025-03-27,Standard Class,CUST-78477,Home Office,United States,Florida City,Florida,South,PROD-OFF-2012,Office Supplies,Appliances,Microwave,443.66,5,0.3,-6.34,2025,March
CA-2025-120855,2025-09-25,2025-09-27,Standard Class,CUST-51198,Consumer,United States,Virginia City,Virginia,South,PROD-OFF-1140,Office Supplies,Art,Acrylic Paint Set,90.71,6,0.2,0.71,2025,September
CA-2024-330780,2024-12-20,2024-12-23,Standard Class,CUST-93747,Home Office,United States,Pennsylvania City,Pennsylvania,East,PROD-OFF-7543,Office Supplies,Storage,File Cabinet,116.01,2,0.1,26.01,2024,December
CA-2024-754481,2024-04-05,2024-04-09,First Class,CUST-98860,Consumer,United States,Virginia City,Virginia,South,PROD-TEC-5933,Technology,Machines,Paper Shredder,647.58,2,0.0,192.58,2024,April
CA-2024-835122,2024-04-15,2024-04-21,Standard Class,CUST-49876,Home Office,United States,Colorado City,Colorado,West,PROD-TEC-1691,Technology,Machines,3D Printer,2317.7,7,0.0,725.2,2024,April
CA-2023-144331,2023-05-28,2023-06-02,First Class,CUST-23861,Consumer,United States,Texas City,Texas,Central,PROD-OFF-7781,Office Supplies,Art,Sketchbook,54.42,3,0.0,9.42,2023,May
CA-2026-347667,2026-03-16,2026-03-19,Standard Class,CUST-49560,Consumer,United States,Indiana City,Indiana,Central,PROD-TEC-3462,Technology,Phones,Smartphone X,819.1,2,0.0,299.1,2026,March
CA-2023-813611,2023-05-24,2023-05-29,Standard Class,CUST-11161,Consumer,United States,Florida City,Florida,South,PROD-OFF-1886,Office Supplies,Paper,Cardstock Paper,13.56,1,0.1,2.31,2023,May
CA-2025-402274,2025-09-18,2025-09-21,Standard Class,CUST-45422,Consumer,United States,Indiana City,Indiana,Central,PROD-TEC-7553,Technology,Accessories,Wireless Mouse,174.84,2,0.0,70.84,2025,September
CA-2023-866759,2023-07-01,2023-07-06,Second Class,CUST-91931,Consumer,United States,Texas City,Texas,Central,PROD-OFF-4867,Office Supplies,Art,Whiteboard Markers,103.85,5,0.0,28.85,2023,July
CA-2026-891975,2026-06-23,2026-06-26,Second Class,CUST-43783,Corporate,United States,Colorado City,Colorado,West,PROD-TEC-6672,Technology,Copiers,Compact Scanner,9169.46,10,0.0,3319.46,2026,June
CA-2024-114859,2024-05-19,2024-05-22,Standard Class,CUST-66392,Consumer,United States,Pennsylvania City,Pennsylvania,East,PROD-OFF-2409,Office Supplies,Paper,Cardstock Paper,32.76,4,0.4,-12.24,2024,May
CA-2024-536862,2024-09-13,2024-09-15,Second Class,CUST-37236,Corporate,United States,Ohio City,Ohio,East,PROD-OFF-7135,Office Supplies,Binders,Presentation Binder,35.12,7,0.4,-6.88,2024,September
CA-2026-700724,2026-01-24,2026-01-29,Second Class,CUST-86623,Home Office,United States,Florida City,Florida,South,PROD-TEC-9671,Technology,Copiers,Compact Scanner,4881.86,5,0.0,1956.86,2026,January
CA-2025-730532,2025-06-30,2025-07-07,First Class,CUST-70519,Consumer,United States,Indiana City,Indiana,Central,PROD-FUR-6675,Furniture,Tables,Dining Table,3999.18,8,0.0,479.18,2025,June
CA-2023-581530,2023-07-25,2023-07-28,Standard Class,CUST-53116,Home Office,United States,Michigan City,Michigan,Central,PROD-TEC-6229,Technology,Phones,VoIP Desk Phone,428.09,1,0.0,168.09,2023,July
CA-2025-114389,2025-04-16,2025-04-20,Standard Class,CUST-53298,Home Office,United States,New York City,New York,East,PROD-FUR-8754,Furniture,Furnishings,Wall Clock,141.26,6,0.4,-69.94,2025,April
CA-2023-752962,2023-07-12,2023-07-16,Standard Class,CUST-78111,Home Office,United States,Oregon City,Oregon,West,PROD-OFF-8493,Office Supplies,Binders,3-Ring Binder,21.02,3,0.1,3.02,2023,July
CA-2023-798419,2023-10-03,2023-10-08,First Class,CUST-15594,Consumer,United States,Tennessee City,Tennessee,South,PROD-OFF-9362,Office Supplies,Appliances,Compact Refrigerator,114.83,1,0.0,24.83,2023,October
CA-2023-709007,2023-07-30,2023-08-02,Standard Class,CUST-94078,Corporate,United States,Oregon City,Oregon,West,PROD-OFF-1298,Office Supplies,Appliances,Microwave,210.2,2,0.15,30.2,2023,July
CA-2024-572295,2024-10-27,2024-10-30,First Class,CUST-73014,Home Office,United States,Michigan City,Michigan,Central,PROD-OFF-3949,Office Supplies,Appliances,Space Heater,245.45,2,0.0,65.45,2024,October
CA-2023-252271,2023-12-25,2023-12-29,Standard Class,CUST-22615,Corporate,United States,Oregon City,Oregon,West,PROD-TEC-9106,Technology,Accessories,Webcam 1080p,753.46,9,0.0,285.46,2023,December
CA-2023-813016,2023-04-26,2023-05-01,Standard Class,CUST-84328,Home Office,United States,California City,California,West,PROD-TEC-8382,Technology,Accessories,Wireless Mouse,406.38,5,0.0,146.38,2023,April
CA-2025-232018,2025-05-14,2025-05-18,Standard Class,CUST-14633,Home Office,United States,Massachusetts City,Massachusetts,East,PROD-OFF-2773,Office Supplies,Paper,Cardstock Paper,27.69,2,0.0,5.19,2025,May
CA-2024-620841,2024-07-29,2024-08-02,Standard Class,CUST-24693,Consumer,United States,Minnesota City,Minnesota,Central,PROD-OFF-4590,Office Supplies,Paper,Recycled Paper,33.49,4,0.4,-11.51,2024,July
CA-2025-615584,2025-01-11,2025-01-17,Standard Class,CUST-93384,Corporate,United States,Pennsylvania City,Pennsylvania,East,PROD-FUR-2539,Furniture,Furnishings,Floor Mat,182.34,5,0.0,6.34,2025,January
CA-2023-886939,2023-10-18,2023-10-21,Standard Class,CUST-20310,Corporate,United States,Ohio City,Ohio,East,PROD-FUR-6930,Furniture,Furnishings,LED Desk Lamp,82.26,3,0.3,-23.34,2023,October
CA-2026-171947,2026-04-25,2026-04-29,Second Class,CUST-76972,Consumer,United States,Michigan City,Michigan,Central,PROD-OFF-4715,Office Supplies,Binders,Presentation Binder,16.93,2,0.0,4.93,2026,April
CA-2023-830212,2023-09-12,2023-09-19,Standard Class,CUST-49133,Consumer,United States,Colorado City,Colorado,West,PROD-TEC-7533,Technology,Copiers,All-in-One Copier,4414.88,5,0.0,1489.88,2023,September
CA-2023-780206,2023-02-02,2023-02-05,Second Class,CUST-87713,Corporate,United States,New York City,New York,East,PROD-OFF-1404,Office Supplies,Paper,Recycled Paper,15.2,1,0.0,3.95,2023,February
CA-2023-773217,2023-09-16,2023-09-19,Standard Class,CUST-32195,Consumer,United States,North Carolina City,North Carolina,South,PROD-TEC-5675,Technology,Accessories,Mechanical Keyboard,80.06,1,0.0,28.06,2023,September
CA-2024-202828,2024-05-17,2024-05-21,Standard Class,CUST-29627,Home Office,United States,California City,California,West,PROD-TEC-9415,Technology,Accessories,USB-C Hub,146.06,2,0.1,42.06,2024,May
CA-2025-636069,2025-12-12,2025-12-16,Standard Class,CUST-82095,Home Office,United States,Pennsylvania City,Pennsylvania,East,PROD-OFF-6506,Office Supplies,Storage,Cardboard Storage Box,58.64,1,0.0,13.64,2025,December
CA-2026-880296,2026-03-16,2026-03-22,Standard Class,CUST-15515,Consumer,United States,Ohio City,Ohio,East,PROD-FUR-1556,Furniture,Bookcases,Modular Shelving Unit,593.41,3,0.0,118.21,2026,March
CA-2023-267896,2023-11-23,2023-11-25,Standard Class,CUST-63051,Consumer,United States,New York City,New York,East,PROD-FUR-3313,Furniture,Furnishings,Desk Organizer,276.28,9,0.2,-40.52,2023,November
CA-2025-213978,2025-07-25,2025-07-28,Standard Class,CUST-43073,Consumer,United States,New Jersey City,New Jersey,East,PROD-OFF-6649,Office Supplies,Storage,Cardboard Storage Box,459.45,8,0.0,99.45,2025,July
CA-2025-355493,2025-12-15,2025-12-19,Standard Class,CUST-38091,Consumer,United States,Georgia City,Georgia,South,PROD-OFF-8235,Office Supplies,Art,Acrylic Paint Set,21.83,1,0.0,6.83,2025,December
CA-2023-462232,2023-05-28,2023-05-31,Second Class,CUST-89823,Home Office,United States,Minnesota City,Minnesota,Central,PROD-OFF-5270,Office Supplies,Storage,File Cabinet,458.94,8,0.0,98.94,2023,May
CA-2024-930738,2024-06-21,2024-06-27,First Class,CUST-79322,Home Office,United States,Minnesota City,Minnesota,Central,PROD-FUR-5658,Furniture,Chairs,Office Ergonomic Chair,1016.25,5,0.1,-83.75,2024,June
CA-2024-119023,2024-11-29,2024-12-03,Standard Class,CUST-65371,Corporate,United States,Virginia City,Virginia,South,PROD-FUR-8204,Furniture,Tables,Conference Table,1966.33,4,0.0,206.33,2024,November
CA-2023-355719,2023-11-06,2023-11-08,Second Class,CUST-55349,Consumer,United States,Indiana City,Indiana,Central,PROD-TEC-3887,Technology,Phones,Wireless Phone Charger,301.26,1,0.3,41.26,2023,November
